# グループ台帳 —— 無機・理論の「単元 → グループ → 参考書のページ」（2026-09-19・便0a）
#
# ★★ なぜ在るか（ref-inorg-design §1 の案C）:
#   有機は qa の知識項目（問い）を先に作り、参考書がその group ＝ 1ページ（§19-1）に従った。
#   無機・理論は qa の項目がまだ無いので、**束ね方（group）だけ先にここで決め、qa と参考書の両方が従う**。
#   ★ 参考書は codes: なしで今すぐ書ける。後で qa が同じ unit・同じ group で項目を作れば、
#     参考書のページは codes: を1行ずつ足すだけ（作り直しゼロ）。
#
# ⚠ 置き場所は qa（知識コードの持ち主）。読み方は tools/reference-md.js の parseGroups（node とブラウザで1本）。
# 機械で見ていること:
#   ・参考書: unit が inorg.* / theo.* のページは、この表の行（ページid）に在り、unit・unitLabel・group が一致する
#     （tools/gen-reference.mjs と assembler の REF28）。ORDER.txt の並びはこの表の「並び」と同じ向き
#   ・qa: inorg.* / theo.* の項目の group は、この表の同じ unit の group に在る（qa の test.html）
#   ・★ group に qa の項目が付いたのに、参考書のページが codes: を持っていない → 黄（gen-reference.mjs が一覧を出す）
#
# 書き方: unit ␉ unitLabel ␉ group ␉ ページid ␉ 並び ␉ 課程（区切りはタブ。# の行と空行は読み飛ばす）
# ⚠ 1グループ ＝ 1ページ。group の綴りは参考書の前書き group: と qa の group にそのまま使う
# ★ 課程（6列目・2026-09-19 理論の便0）: basic ＝ 化学基礎／adv ＝ 化学（ratio の portal.js の course と同じ綴り）。
#   ページ単位で1つ。化学の節が混じるページは広い側（basic）。値は数研 R5 の1社でどちらの本に本文があるかの目安
#   （ref-theory-design §1-4。他社で割れる所は「化学基礎／化学の切り替え」の設計で見直す）。空欄は未設定として通す
# ★ 理論の並び（ref-theory-design §3-2）: 構造 → 物質量 → 酸と塩基 → 酸化還元 → 電池と電気分解 → 状態 → 溶液 → 熱 → 速さ → 平衡 → 電離平衡
#   （依存の順。既存の理論21行は連続したまま、前に14行・後ろに28行を足した）
#
# ── 無機 ──
theo.structure	物質の構造	結晶の種類	crystal-types	31	basic
theo.structure	物質の構造	結晶格子	unit-cell	32	adv
theo.mole	物質量と化学反応式	原子量と分子量	atomic-weight	33	basic
theo.mole	物質量と化学反応式	物質量	mole	34	basic
theo.mole	物質量と化学反応式	溶液の濃度	concentration	35	basic
theo.mole	物質量と化学反応式	化学反応式	chemical-equation	36	basic
theo.mole	物質量と化学反応式	量的関係	stoichiometry	37	basic
theo.mole	物質量と化学反応式	化学の基本法則	chemical-laws	38	basic
theo.acid-base	酸と塩基	酸と塩基の定義	acid-base-definition	39	basic
theo.acid-base	酸と塩基	価数と強弱	acid-base-strength	40	basic
theo.acid-base	酸と塩基	pH	ph	41	basic
theo.acid-base	酸と塩基	中和	neutralization	42	basic
theo.acid-base	酸と塩基	塩	salt	43	basic
theo.acid-base	酸と塩基	弱酸の遊離	acid-displacement	44	basic
theo.acid-base	酸と塩基	中和滴定	titration	45	basic
theo.redox	酸化還元	酸化と還元	redox-basics	46	basic
theo.redox	酸化還元	酸化数	oxidation-number	47	basic
theo.redox	酸化還元	半反応式	half-reaction	48	basic
theo.redox	酸化還元	液性による書き換え	half-reaction-condition	49	adv
theo.redox	酸化還元	酸化還元反応式	redox-equation	50	basic
theo.redox	酸化還元	酸化還元滴定	redox-titration	51	basic
theo.redox	酸化還元	イオン化傾向	ionization-tendency	52	basic
theo.electro	電池と電気分解	電池の仕組み	cell-basics	53	basic
theo.electro	電池と電気分解	実用電池と燃料電池	fuel-cell	54	adv
theo.electro	電池と電気分解	鉛蓄電池	lead-storage-battery	55	adv
theo.electro	電池と電気分解	電気分解で何が反応するか	electrolysis-basics	56	adv
theo.electro	電池と電気分解	電気分解の反応式	electrolysis-equations	57	adv
theo.electro	電池と電気分解	電気分解の量的関係	faraday	58	adv
theo.electro	電池と電気分解	電気分解の工業的利用	electrolysis-industry	59	adv
theo.state	物質の状態	三態と状態変化	states-of-matter	60	basic
theo.state	物質の状態	蒸気圧と沸騰	vapor-pressure	61	adv
theo.state	物質の状態	気体の法則	gas-laws	62	adv
theo.state	物質の状態	混合気体	gas-mixture	63	adv
theo.state	物質の状態	水蒸気を含む気体	gas-with-vapor	64	adv
theo.state	物質の状態	実在気体	real-gas	65	adv
theo.solution	溶液	溶解のしくみ	dissolution	66	adv
theo.solution	溶液	固体の溶解度	solubility	67	adv
theo.solution	溶液	気体の溶解度	gas-solubility	68	adv
theo.solution	溶液	希薄溶液の性質	colligative	69	adv
theo.solution	溶液	浸透圧	osmotic-pressure	70	adv
theo.solution	溶液	コロイド	colloid	71	adv
theo.thermo	化学反応とエネルギー	反応エンタルピー	reaction-enthalpy	72	adv
theo.thermo	化学反応とエネルギー	熱量の測定	heat-measurement	73	adv
theo.thermo	化学反応とエネルギー	ヘスの法則	hess-law	74	adv
theo.thermo	化学反応とエネルギー	結合エンタルピー	bond-enthalpy	75	adv
theo.thermo	化学反応とエネルギー	化学反応と光	light-energy	76	adv
theo.kinetics	反応の速さ	反応速度の表し方	reaction-rate	77	adv
theo.kinetics	反応の速さ	反応速度式	rate-law	78	adv
theo.kinetics	反応の速さ	活性化エネルギー	activation-energy	79	adv
theo.equilibrium	化学平衡	平衡定数	equilibrium-constant	80	adv
theo.equilibrium	化学平衡	平衡の移動	le-chatelier	81	adv
theo.equilibrium	化学平衡	圧平衡定数	pressure-equilibrium	82	adv
theo.ionic-eq	電離平衡	弱酸の電離平衡	weak-acid-equilibrium	83	adv
theo.ionic-eq	電離平衡	塩の加水分解	hydrolysis-ph	84	adv
theo.ionic-eq	電離平衡	緩衝液	buffer	85	adv
theo.ionic-eq	電離平衡	2段階電離	polyprotic-acid	86	adv
theo.ionic-eq	電離平衡	溶解度積	solubility-product	87	adv
